# Tiempos de ejecución con 16 hilos
# Medición\tTiempo(segundos)
1	0.321633
2	0.307267
3	0.315329
4	0.311797
5	0.314459
6	0.311482
7	0.330727
8	0.327827
9	0.320207
10	0.319711
11	0.315580
12	0.315981
13	0.309130
14	0.369030
15	0.314287
16	0.323439
17	0.315462
18	0.316738
19	0.328399
20	0.326452
21	0.325619
22	0.336549
23	0.321616
24	0.327087
25	0.354427
26	0.306321
27	0.326406
28	0.319109
29	0.312750
30	0.308668
