# Tiempos de ejecución con 8 hilos
# Medición\tTiempo(segundos)
1	0.355121
2	0.365086
3	0.362749
4	0.369202
5	0.400290
6	0.359857
7	0.364844
8	0.373214
9	0.366122
10	0.374737
11	0.367841
12	0.390926
13	0.422239
14	0.368401
15	0.415059
16	0.362470
17	0.361371
18	0.408063
19	0.360877
20	0.351499
21	0.450726
22	0.425399
23	0.371626
24	0.367077
25	0.358689
26	0.373062
27	0.377695
28	0.379218
29	0.388657
30	0.370772
